version,account_id,interface_id,src_addr,dst_addr,src_port,dst_port,protocol,protocol_name,packets,bytes,start_time,end_time,timestamp_iso,action,log_status,tier,scenario
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,50168,5432,6,TCP,118,194582,1786808469,1786808495,2026-08-15 15:41:09 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_bas_01,185.220.101.5,10.0.1.200,41553,22,6,TCP,1,64,1786808491,1786808509,2026-08-15 15:41:31 UTC,REJECT,OK,Public,SECURITY ALERT: Unauthorized SSH Attempt (Blocked by SG)
2,123456789012,eni-01a_alb_01,203.0.113.88,10.0.1.15,56613,443,6,TCP,18,16920,1786808502,1786808542,2026-08-15 15:41:42 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,60496,5432,6,TCP,112,212912,1786808519,1786808556,2026-08-15 15:41:59 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,51578,5432,6,TCP,28,38080,1786808534,1786808558,2026-08-15 15:42:14 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_nat_01,10.0.10.45,151.101.65.140,55031,443,6,TCP,83,122508,1786808551,1786808593,2026-08-15 15:42:31 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,64908,8080,6,TCP,21,17850,1786808560,1786808612,2026-08-15 15:42:40 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,61874,8080,6,TCP,34,17000,1786808570,1786808618,2026-08-15 15:42:50 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,47919,8080,6,TCP,41,27101,1786808585,1786808643,2026-08-15 15:43:05 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,51737,5432,6,TCP,49,81683,1786808604,1786808654,2026-08-15 15:43:24 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,38496,8080,6,TCP,42,22008,1786808615,1786808660,2026-08-15 15:43:35 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,39571,8080,6,TCP,45,64125,1786808629,1786808673,2026-08-15 15:43:49 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,50050,8080,6,TCP,29,38454,1786808652,1786808695,2026-08-15 15:44:12 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,38995,8080,6,TCP,29,24882,1786808656,1786808704,2026-08-15 15:44:16 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_nat_01,10.0.10.45,140.82.113.4,50775,443,6,TCP,65,84175,1786808677,1786808698,2026-08-15 15:44:37 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-01a_alb_01,203.0.113.15,10.0.1.15,56712,443,6,TCP,16,4928,1786808688,1786808716,2026-08-15 15:44:48 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,198.51.100.210,10.0.2.18,57419,443,6,TCP,25,17175,1786808706,1786808721,2026-08-15 15:45:06 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.88,10.0.2.18,40676,443,6,TCP,14,11872,1786808721,1786808752,2026-08-15 15:45:21 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,198.51.100.101,10.0.2.18,59179,80,6,TCP,22,11638,1786808729,1786808774,2026-08-15 15:45:29 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.15,10.0.2.18,59885,443,6,TCP,37,19092,1786808745,1786808786,2026-08-15 15:45:45 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,62076,5432,6,TCP,66,127974,1786808758,1786808775,2026-08-15 15:45:58 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01b_alb_02,192.0.2.22,10.0.2.18,41376,443,6,TCP,11,14014,1786808773,1786808831,2026-08-15 15:46:13 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,44178,5432,6,TCP,51,112863,1786808786,1786808828,2026-08-15 15:46:26 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,60055,8080,6,TCP,13,7072,1786808806,1786808855,2026-08-15 15:46:46 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_nat_02,10.0.20.78,140.82.113.4,64130,443,6,TCP,41,51783,1786808825,1786808878,2026-08-15 15:47:05 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-01b_alb_02,203.0.113.15,10.0.2.18,37911,443,6,TCP,19,23009,1786808829,1786808846,2026-08-15 15:47:09 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,192.0.2.77,10.0.2.18,60139,80,6,TCP,18,6048,1786808849,1786808888,2026-08-15 15:47:29 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,41485,8080,6,TCP,30,16350,1786808867,1786808911,2026-08-15 15:47:47 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,55261,8080,6,TCP,44,46860,1786808875,1786808910,2026-08-15 15:47:55 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,49414,8080,6,TCP,42,44646,1786808896,1786808954,2026-08-15 15:48:16 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,203.0.113.155,10.0.2.18,49172,443,6,TCP,33,46068,1786808905,1786808949,2026-08-15 15:48:25 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,34944,5432,6,TCP,30,51420,1786808916,1786808941,2026-08-15 15:48:36 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,203.0.113.155,10.0.1.15,63952,443,6,TCP,30,34590,1786808934,1786808977,2026-08-15 15:48:54 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,51695,8080,6,TCP,16,22368,1786808951,1786808998,2026-08-15 15:49:11 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,192.0.2.77,10.0.2.18,58466,80,6,TCP,37,31524,1786808969,1786809016,2026-08-15 15:49:29 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,39860,5432,6,TCP,47,83096,1786808974,1786808990,2026-08-15 15:49:34 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-100a_rds_01,141.98.11.88,10.0.100.12,45652,3306,6,TCP,2,108,1786808991,1786809041,2026-08-15 15:49:51 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-01b_alb_02,192.0.2.77,10.0.2.18,48812,443,6,TCP,38,38304,1786809007,1786809052,2026-08-15 15:50:07 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_nat_01,10.0.10.45,151.101.65.140,49738,443,6,TCP,111,119214,1786809021,1786809045,2026-08-15 15:50:21 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-01a_alb_01,198.51.100.101,10.0.1.15,49067,80,6,TCP,25,19825,1786809039,1786809099,2026-08-15 15:50:39 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,43617,8080,6,TCP,39,39780,1786809046,1786809068,2026-08-15 15:50:46 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,52939,8080,6,TCP,42,62286,1786809068,1786809111,2026-08-15 15:51:08 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,34478,8080,6,TCP,30,26610,1786809078,1786809116,2026-08-15 15:51:18 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,59925,8080,6,TCP,54,74304,1786809088,1786809139,2026-08-15 15:51:28 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,34118,5432,6,TCP,74,155326,1786809110,1786809133,2026-08-15 15:51:50 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,50868,8080,6,TCP,30,17850,1786809120,1786809148,2026-08-15 15:52:00 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,192.0.2.77,10.0.2.18,61129,443,6,TCP,23,28520,1786809133,1786809157,2026-08-15 15:52:13 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.88,10.0.2.18,55489,80,6,TCP,31,11346,1786809151,1786809183,2026-08-15 15:52:31 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_nat_01,10.0.10.45,151.101.65.140,56348,443,6,TCP,129,173247,1786809165,1786809223,2026-08-15 15:52:45 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-01a_alb_01,203.0.113.15,10.0.1.15,52222,443,6,TCP,23,14651,1786809176,1786809215,2026-08-15 15:52:56 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.15,10.0.1.15,52600,443,6,TCP,29,33524,1786809193,1786809218,2026-08-15 15:53:13 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,192.0.2.22,10.0.2.18,53768,443,6,TCP,21,7329,1786809206,1786809254,2026-08-15 15:53:26 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.155,10.0.1.15,59781,443,6,TCP,40,50320,1786809228,1786809269,2026-08-15 15:53:48 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,198.51.100.42,10.0.2.18,44596,443,6,TCP,22,22968,1786809235,1786809275,2026-08-15 15:53:55 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,56595,5432,6,TCP,118,225144,1786809249,1786809309,2026-08-15 15:54:09 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,47187,443,6,TCP,44,41096,1786809269,1786809292,2026-08-15 15:54:29 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,33844,5432,6,TCP,31,66774,1786809283,1786809325,2026-08-15 15:54:43 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,61191,8080,6,TCP,37,20054,1786809296,1786809326,2026-08-15 15:54:56 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,33619,8080,6,TCP,52,39624,1786809309,1786809365,2026-08-15 15:55:09 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_alb_01,203.0.113.15,10.0.1.15,33597,80,6,TCP,39,30693,1786809324,1786809375,2026-08-15 15:55:24 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_bas_01,185.220.101.5,10.0.1.200,55184,22,6,TCP,2,128,1786809333,1786809383,2026-08-15 15:55:33 UTC,REJECT,OK,Public,SECURITY ALERT: Unauthorized SSH Attempt (Blocked by SG)
2,123456789012,eni-01b_alb_02,198.51.100.42,10.0.2.18,48208,443,6,TCP,35,10885,1786809352,1786809387,2026-08-15 15:55:52 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,46829,5432,6,TCP,81,141021,1786809367,1786809390,2026-08-15 15:56:07 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-100a_rds_01,91.240.118.172,10.0.100.12,59329,27017,6,TCP,1,54,1786809385,1786809420,2026-08-15 15:56:25 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-01a_alb_01,192.0.2.77,10.0.1.15,44829,443,6,TCP,28,18032,1786809399,1786809452,2026-08-15 15:56:39 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.101,10.0.1.15,45351,80,6,TCP,29,22881,1786809411,1786809463,2026-08-15 15:56:51 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,64032,8080,6,TCP,22,21296,1786809424,1786809471,2026-08-15 15:57:04 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,51035,5432,6,TCP,78,105924,1786809434,1786809476,2026-08-15 15:57:14 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,62354,5432,6,TCP,68,88944,1786809453,1786809488,2026-08-15 15:57:33 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_bas_01,185.220.101.5,10.0.1.200,60393,22,6,TCP,3,192,1786809463,1786809492,2026-08-15 15:57:43 UTC,REJECT,OK,Public,SECURITY ALERT: Unauthorized SSH Attempt (Blocked by SG)
2,123456789012,eni-01b_alb_02,192.0.2.77,10.0.2.18,34620,80,6,TCP,15,16485,1786809482,1786809528,2026-08-15 15:58:02 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_nat_02,10.0.20.78,140.82.113.4,57511,443,6,TCP,142,201924,1786809499,1786809527,2026-08-15 15:58:19 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-01b_alb_02,192.0.2.77,10.0.2.18,32989,443,6,TCP,39,28275,1786809509,1786809554,2026-08-15 15:58:29 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,45535,5432,6,TCP,20,37900,1786809529,1786809545,2026-08-15 15:58:49 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,35428,443,6,TCP,38,50578,1786809541,1786809556,2026-08-15 15:59:01 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,42993,8080,6,TCP,55,58245,1786809554,1786809569,2026-08-15 15:59:14 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_alb_01,198.51.100.101,10.0.1.15,47190,80,6,TCP,26,26936,1786809564,1786809581,2026-08-15 15:59:24 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_nat_02,10.0.20.78,52.216.128.32,52456,443,6,TCP,122,135298,1786809582,1786809633,2026-08-15 15:59:42 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-100a_rds_01,194.26.29.112,10.0.100.12,62823,3306,6,TCP,3,162,1786809598,1786809624,2026-08-15 15:59:58 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-01a_nat_01,10.0.10.45,140.82.113.4,45335,443,6,TCP,80,93040,1786809615,1786809637,2026-08-15 16:00:15 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,65535,5432,6,TCP,83,175462,1786809622,1786809657,2026-08-15 16:00:22 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,51291,80,6,TCP,10,10980,1786809640,1786809692,2026-08-15 16:00:40 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.88,10.0.2.18,63211,80,6,TCP,43,17544,1786809656,1786809716,2026-08-15 16:00:56 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,198.51.100.101,10.0.2.18,38046,80,6,TCP,18,6660,1786809665,1786809713,2026-08-15 16:01:05 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,44829,5432,6,TCP,22,29238,1786809687,1786809708,2026-08-15 16:01:27 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,198.51.100.101,10.0.1.15,60334,443,6,TCP,19,14611,1786809694,1786809731,2026-08-15 16:01:34 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.42,10.0.1.15,58207,443,6,TCP,31,34596,1786809713,1786809762,2026-08-15 16:01:53 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.42,10.0.1.15,57553,80,6,TCP,41,24313,1786809726,1786809768,2026-08-15 16:02:06 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,33389,8080,6,TCP,60,86460,1786809736,1786809765,2026-08-15 16:02:16 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,52682,8080,6,TCP,45,37710,1786809761,1786809809,2026-08-15 16:02:41 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,198.51.100.210,10.0.2.18,43960,443,6,TCP,40,15240,1786809768,1786809823,2026-08-15 16:02:48 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,51810,8080,6,TCP,50,62100,1786809783,1786809823,2026-08-15 16:03:03 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,36241,443,6,TCP,28,11004,1786809795,1786809840,2026-08-15 16:03:15 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,192.0.2.22,10.0.2.18,39741,443,6,TCP,44,55616,1786809811,1786809869,2026-08-15 16:03:31 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,58728,5432,6,TCP,65,63700,1786809824,1786809882,2026-08-15 16:03:44 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,62461,80,6,TCP,21,26103,1786809839,1786809858,2026-08-15 16:03:59 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.155,10.0.1.15,49565,443,6,TCP,31,16864,1786809854,1786809873,2026-08-15 16:04:14 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,141.98.11.88,10.0.200.14,54372,5432,6,TCP,3,162,1786809871,1786809897,2026-08-15 16:04:31 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-01a_alb_01,203.0.113.15,10.0.1.15,45363,80,6,TCP,27,17820,1786809886,1786809915,2026-08-15 16:04:46 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,58329,8080,6,TCP,20,19340,1786809896,1786809911,2026-08-15 16:04:56 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,47147,8080,6,TCP,44,41140,1786809914,1786809959,2026-08-15 16:05:14 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,198.51.100.210,10.0.2.18,65036,80,6,TCP,26,35828,1786809927,1786809962,2026-08-15 16:05:27 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.15,10.0.2.18,39986,80,6,TCP,42,12936,1786809939,1786809971,2026-08-15 16:05:39 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,45500,5432,6,TCP,113,234023,1786809959,1786810001,2026-08-15 16:05:59 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,39914,8080,6,TCP,56,68656,1786809973,1786810014,2026-08-15 16:06:13 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,198.51.100.210,10.0.2.18,47504,443,6,TCP,26,33020,1786809981,1786810001,2026-08-15 16:06:21 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_bas_01,91.240.118.172,10.0.1.200,56639,22,6,TCP,3,192,1786809997,1786810041,2026-08-15 16:06:37 UTC,REJECT,OK,Public,SECURITY ALERT: Unauthorized SSH Attempt (Blocked by SG)
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,33790,8080,6,TCP,32,47712,1786810016,1786810047,2026-08-15 16:06:56 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,192.0.2.22,10.0.2.18,57951,80,6,TCP,39,33384,1786810024,1786810071,2026-08-15 16:07:04 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,64267,80,6,TCP,16,16096,1786810046,1786810106,2026-08-15 16:07:26 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,45.155.205.233,10.0.100.12,42790,5432,6,TCP,2,108,1786810063,1786810097,2026-08-15 16:07:43 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,36935,5432,6,TCP,41,41041,1786810073,1786810106,2026-08-15 16:07:53 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,192.0.2.22,10.0.1.15,55409,80,6,TCP,45,56340,1786810085,1786810105,2026-08-15 16:08:05 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,192.0.2.77,10.0.1.15,45177,80,6,TCP,16,18928,1786810096,1786810126,2026-08-15 16:08:16 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,63322,5432,6,TCP,70,133000,1786810112,1786810130,2026-08-15 16:08:32 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,192.0.2.77,10.0.1.15,50684,80,6,TCP,44,13816,1786810135,1786810175,2026-08-15 16:08:55 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.155,10.0.1.15,55298,80,6,TCP,15,14610,1786810145,1786810176,2026-08-15 16:09:05 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
